State,County,Year,Unemployment_Rate
North Carolina,Alamance,2005,5.97
North Carolina,Alamance,2006,6.29
North Carolina,Alamance,2007,6.3
North Carolina,Alamance,2008,6.32
North Carolina,Alamance,2009,6.29
North Carolina,Alamance,2010,6.45
North Carolina,Alamance,2011,6.53
North Carolina,Alamance,2012,6.74
North Carolina,Alamance,2013,6.53
North Carolina,Alamance,2014,6.16
North Carolina,Alamance,2015,6.09
North Carolina,Alamance,2016,6.2
North Carolina,Alamance,2017,6.26
North Carolina,Alamance,2018,6.18
North Carolina,Alamance,2019,6.04
North Carolina,Alamance,2020,5.78
North Carolina,Alamance,2021,6.25
North Carolina,Alamance,2022,6.71
North Carolina,Alamance,2023,6.55
North Carolina,Alamance,2024,6.59
North Carolina,Alexander,2005,7.21
North Carolina,Alexander,2006,7.17
North Carolina,Alexander,2007,7.16
North Carolina,Alexander,2008,7.25
North Carolina,Alexander,2009,7.22
North Carolina,Alexander,2010,6.76
North Carolina,Alexander,2011,6.75
North Carolina,Alexander,2012,6.87
North Carolina,Alexander,2013,6.84
North Carolina,Alexander,2014,6.94
North Carolina,Alexander,2015,6.71
North Carolina,Alexander,2016,7.2
North Carolina,Alexander,2017,7.4
North Carolina,Alexander,2018,7.4
North Carolina,Alexander,2019,7.66
North Carolina,Alexander,2020,8.25
North Carolina,Alexander,2021,8.56
North Carolina,Alexander,2022,9.4
North Carolina,Alexander,2023,9.09
North Carolina,Alexander,2024,8.57
North Carolina,Alleghany,2005,7.64
North Carolina,Alleghany,2006,7.75
North Carolina,Alleghany,2007,7.73
North Carolina,Alleghany,2008,7.94
North Carolina,Alleghany,2009,7.88
North Carolina,Alleghany,2010,7.91
North Carolina,Alleghany,2011,7.8
North Carolina,Alleghany,2012,7.42
North Carolina,Alleghany,2013,7.79
North Carolina,Alleghany,2014,7.95
North Carolina,Alleghany,2015,8.0
North Carolina,Alleghany,2016,7.97
North Carolina,Alleghany,2017,8.26
North Carolina,Alleghany,2018,8.69
North Carolina,Alleghany,2019,7.77
North Carolina,Alleghany,2020,7.56
North Carolina,Alleghany,2021,7.66
North Carolina,Alleghany,2022,7.78
North Carolina,Alleghany,2023,7.69
North Carolina,Alleghany,2024,7.53
North Carolina,Anson,2005,5.8
North Carolina,Anson,2006,6.05
North Carolina,Anson,2007,5.98
North Carolina,Anson,2008,5.89
North Carolina,Anson,2009,6.22
North Carolina,Anson,2010,6.02
North Carolina,Anson,2011,5.39
North Carolina,Anson,2012,5.31
North Carolina,Anson,2013,5.34
North Carolina,Anson,2014,5.49
North Carolina,Anson,2015,5.93
North Carolina,Anson,2016,6.2
North Carolina,Anson,2017,6.08
North Carolina,Anson,2018,5.9
North Carolina,Anson,2019,5.59
North Carolina,Anson,2020,5.8
North Carolina,Anson,2021,5.72
North Carolina,Anson,2022,5.61
North Carolina,Anson,2023,5.84
North Carolina,Anson,2024,5.83
North Carolina,Ashe,2005,4.6
North Carolina,Ashe,2006,4.75
North Carolina,Ashe,2007,4.81
North Carolina,Ashe,2008,4.7
North Carolina,Ashe,2009,5.1
North Carolina,Ashe,2010,4.65
North Carolina,Ashe,2011,4.62
North Carolina,Ashe,2012,4.66
North Carolina,Ashe,2013,4.52
North Carolina,Ashe,2014,4.84
North Carolina,Ashe,2015,5.17
North Carolina,Ashe,2016,5.25
North Carolina,Ashe,2017,5.38
North Carolina,Ashe,2018,5.53
North Carolina,Ashe,2019,5.34
North Carolina,Ashe,2020,5.38
North Carolina,Ashe,2021,5.5
North Carolina,Ashe,2022,5.36
North Carolina,Ashe,2023,5.39
North Carolina,Ashe,2024,5.26
North Carolina,Avery,2005,5.79
North Carolina,Avery,2006,5.74
North Carolina,Avery,2007,5.09
North Carolina,Avery,2008,5.13
North Carolina,Avery,2009,4.87
North Carolina,Avery,2010,5.25
North Carolina,Avery,2011,5.56
North Carolina,Avery,2012,5.61
North Carolina,Avery,2013,4.93
North Carolina,Avery,2014,4.35
North Carolina,Avery,2015,4.49
North Carolina,Avery,2016,4.11
North Carolina,Avery,2017,4.23
North Carolina,Avery,2018,4.22
North Carolina,Avery,2019,4.29
North Carolina,Avery,2020,4.11
North Carolina,Avery,2021,4.22
North Carolina,Avery,2022,4.05
North Carolina,Avery,2023,4.09
North Carolina,Avery,2024,4.26
North Carolina,Beaufort,2005,3.59
North Carolina,Beaufort,2006,3.12
North Carolina,Beaufort,2007,2.96
North Carolina,Beaufort,2008,3.38
North Carolina,Beaufort,2009,3.39
North Carolina,Beaufort,2010,3.74
North Carolina,Beaufort,2011,4.05
North Carolina,Beaufort,2012,4.11
North Carolina,Beaufort,2013,3.62
North Carolina,Beaufort,2014,3.98
North Carolina,Beaufort,2015,4.09
North Carolina,Beaufort,2016,4.5
North Carolina,Beaufort,2017,4.81
North Carolina,Beaufort,2018,4.6
North Carolina,Beaufort,2019,4.86
North Carolina,Beaufort,2020,4.26
North Carolina,Beaufort,2021,4.67
North Carolina,Beaufort,2022,4.54
North Carolina,Beaufort,2023,4.45
North Carolina,Beaufort,2024,4.47
North Carolina,Bertie,2005,6.34
North Carolina,Bertie,2006,6.18
North Carolina,Bertie,2007,5.74
North Carolina,Bertie,2008,6.17
North Carolina,Bertie,2009,6.8
North Carolina,Bertie,2010,6.53
North Carolina,Bertie,2011,6.62
North Carolina,Bertie,2012,6.35
North Carolina,Bertie,2013,6.21
North Carolina,Bertie,2014,6.18
North Carolina,Bertie,2015,5.93
North Carolina,Bertie,2016,6.52
North Carolina,Bertie,2017,6.82
North Carolina,Bertie,2018,6.57
North Carolina,Bertie,2019,6.41
North Carolina,Bertie,2020,6.56
North Carolina,Bertie,2021,6.69
North Carolina,Bertie,2022,6.74
North Carolina,Bertie,2023,6.22
North Carolina,Bertie,2024,6.3
North Carolina,Bladen,2005,6.01
North Carolina,Bladen,2006,6.19
North Carolina,Bladen,2007,6.13
North Carolina,Bladen,2008,6.25
North Carolina,Bladen,2009,6.35
North Carolina,Bladen,2010,5.95
North Carolina,Bladen,2011,5.63
North Carolina,Bladen,2012,5.98
North Carolina,Bladen,2013,5.72
North Carolina,Bladen,2014,6.22
North Carolina,Bladen,2015,6.06
North Carolina,Bladen,2016,5.98
North Carolina,Bladen,2017,6.16
North Carolina,Bladen,2018,5.71
North Carolina,Bladen,2019,5.64
North Carolina,Bladen,2020,5.42
North Carolina,Bladen,2021,6.17
North Carolina,Bladen,2022,6.0
North Carolina,Bladen,2023,6.02
North Carolina,Bladen,2024,6.18
North Carolina,Brunswick,2005,3.66
North Carolina,Brunswick,2006,3.52
North Carolina,Brunswick,2007,3.77
North Carolina,Brunswick,2008,3.4
North Carolina,Brunswick,2009,3.9
North Carolina,Brunswick,2010,3.67
North Carolina,Brunswick,2011,3.91
North Carolina,Brunswick,2012,3.62
North Carolina,Brunswick,2013,3.45
North Carolina,Brunswick,2014,3.87
North Carolina,Brunswick,2015,3.68
North Carolina,Brunswick,2016,3.52
North Carolina,Brunswick,2017,3.36
North Carolina,Brunswick,2018,3.01
North Carolina,Brunswick,2019,3.33
North Carolina,Brunswick,2020,3.18
North Carolina,Brunswick,2021,3.01
North Carolina,Brunswick,2022,3.4
North Carolina,Brunswick,2023,3.29
North Carolina,Brunswick,2024,3.21
North Carolina,Buncombe,2005,5.19
North Carolina,Buncombe,2006,5.16
North Carolina,Buncombe,2007,4.86
North Carolina,Buncombe,2008,5.03
North Carolina,Buncombe,2009,5.17
North Carolina,Buncombe,2010,4.67
North Carolina,Buncombe,2011,4.97
North Carolina,Buncombe,2012,4.58
North Carolina,Buncombe,2013,4.68
North Carolina,Buncombe,2014,4.82
North Carolina,Buncombe,2015,4.71
North Carolina,Buncombe,2016,5.08
North Carolina,Buncombe,2017,4.7
North Carolina,Buncombe,2018,4.4
North Carolina,Buncombe,2019,4.4
North Carolina,Buncombe,2020,4.61
North Carolina,Buncombe,2021,4.73
North Carolina,Buncombe,2022,4.59
North Carolina,Buncombe,2023,4.47
North Carolina,Buncombe,2024,4.4
North Carolina,Burke,2005,7.79
North Carolina,Burke,2006,7.41
North Carolina,Burke,2007,7.27
North Carolina,Burke,2008,7.56
North Carolina,Burke,2009,7.38
North Carolina,Burke,2010,7.75
North Carolina,Burke,2011,7.81
North Carolina,Burke,2012,7.29
North Carolina,Burke,2013,6.86
North Carolina,Burke,2014,6.86
North Carolina,Burke,2015,6.86
North Carolina,Burke,2016,7.13
North Carolina,Burke,2017,7.18
North Carolina,Burke,2018,7.8
North Carolina,Burke,2019,7.88
North Carolina,Burke,2020,8.47
North Carolina,Burke,2021,8.24
North Carolina,Burke,2022,8.37
North Carolina,Burke,2023,8.74
North Carolina,Burke,2024,9.21
North Carolina,Cabarrus,2005,6.35
North Carolina,Cabarrus,2006,6.41
North Carolina,Cabarrus,2007,6.23
North Carolina,Cabarrus,2008,6.23
North Carolina,Cabarrus,2009,6.11
North Carolina,Cabarrus,2010,6.19
North Carolina,Cabarrus,2011,6.28
North Carolina,Cabarrus,2012,5.83
North Carolina,Cabarrus,2013,5.86
North Carolina,Cabarrus,2014,5.51
North Carolina,Cabarrus,2015,5.49
North Carolina,Cabarrus,2016,5.63
North Carolina,Cabarrus,2017,6.11
North Carolina,Cabarrus,2018,6.05
North Carolina,Cabarrus,2019,5.78
North Carolina,Cabarrus,2020,5.57
North Carolina,Cabarrus,2021,5.73
North Carolina,Cabarrus,2022,5.88
North Carolina,Cabarrus,2023,6.13
North Carolina,Cabarrus,2024,5.9
North Carolina,Caldwell,2005,4.44
North Carolina,Caldwell,2006,4.66
North Carolina,Caldwell,2007,4.55
North Carolina,Caldwell,2008,4.82
North Carolina,Caldwell,2009,4.99
North Carolina,Caldwell,2010,4.47
North Carolina,Caldwell,2011,4.72
North Carolina,Caldwell,2012,4.37
North Carolina,Caldwell,2013,3.96
North Carolina,Caldwell,2014,3.76
North Carolina,Caldwell,2015,4.03
North Carolina,Caldwell,2016,4.05
North Carolina,Caldwell,2017,4.23
North Carolina,Caldwell,2018,4.23
North Carolina,Caldwell,2019,4.52
North Carolina,Caldwell,2020,4.43
North Carolina,Caldwell,2021,5.04
North Carolina,Caldwell,2022,5.06
North Carolina,Caldwell,2023,4.93
North Carolina,Caldwell,2024,5.33
North Carolina,Camden,2005,3.29
North Carolina,Camden,2006,2.99
North Carolina,Camden,2007,3.01
North Carolina,Camden,2008,2.85
North Carolina,Camden,2009,2.73
North Carolina,Camden,2010,2.81
North Carolina,Camden,2011,2.65
North Carolina,Camden,2012,2.5
North Carolina,Camden,2013,2.5
North Carolina,Camden,2014,2.5
North Carolina,Camden,2015,2.5
North Carolina,Camden,2016,2.65
North Carolina,Camden,2017,3.09
North Carolina,Camden,2018,3.52
North Carolina,Camden,2019,3.62
North Carolina,Camden,2020,3.14
North Carolina,Camden,2021,3.15
North Carolina,Camden,2022,3.14
North Carolina,Camden,2023,2.89
North Carolina,Camden,2024,3.15
North Carolina,Carteret,2005,4.51
North Carolina,Carteret,2006,3.93
North Carolina,Carteret,2007,3.88
North Carolina,Carteret,2008,3.9
North Carolina,Carteret,2009,3.71
North Carolina,Carteret,2010,3.82
North Carolina,Carteret,2011,3.7
North Carolina,Carteret,2012,4.09
North Carolina,Carteret,2013,4.6
North Carolina,Carteret,2014,4.97
North Carolina,Carteret,2015,5.37
North Carolina,Carteret,2016,5.72
North Carolina,Carteret,2017,5.99
North Carolina,Carteret,2018,5.83
North Carolina,Carteret,2019,5.3
North Carolina,Carteret,2020,5.17
North Carolina,Carteret,2021,5.02
North Carolina,Carteret,2022,5.19
North Carolina,Carteret,2023,4.94
North Carolina,Carteret,2024,4.52
North Carolina,Caswell,2005,6.31
North Carolina,Caswell,2006,6.1
North Carolina,Caswell,2007,6.14
North Carolina,Caswell,2008,6.37
North Carolina,Caswell,2009,6.09
North Carolina,Caswell,2010,6.04
North Carolina,Caswell,2011,5.7
North Carolina,Caswell,2012,5.48
North Carolina,Caswell,2013,4.91
North Carolina,Caswell,2014,5.2
North Carolina,Caswell,2015,5.37
North Carolina,Caswell,2016,4.96
North Carolina,Caswell,2017,4.89
North Carolina,Caswell,2018,4.91
North Carolina,Caswell,2019,4.92
North Carolina,Caswell,2020,4.58
North Carolina,Caswell,2021,4.02
North Carolina,Caswell,2022,4.12
North Carolina,Caswell,2023,3.73
North Carolina,Caswell,2024,3.7
North Carolina,Catawba,2005,5.92
North Carolina,Catawba,2006,6.59
North Carolina,Catawba,2007,6.61
North Carolina,Catawba,2008,6.77
North Carolina,Catawba,2009,6.7
North Carolina,Catawba,2010,6.85
North Carolina,Catawba,2011,7.01
North Carolina,Catawba,2012,7.14
North Carolina,Catawba,2013,7.53
North Carolina,Catawba,2014,7.11
North Carolina,Catawba,2015,7.23
North Carolina,Catawba,2016,7.12
North Carolina,Catawba,2017,6.99
North Carolina,Catawba,2018,6.69
North Carolina,Catawba,2019,6.78
North Carolina,Catawba,2020,7.41
North Carolina,Catawba,2021,7.26
North Carolina,Catawba,2022,7.15
North Carolina,Catawba,2023,7.33
North Carolina,Catawba,2024,7.49
North Carolina,Chatham,2005,8.5
North Carolina,Chatham,2006,8.67
North Carolina,Chatham,2007,8.98
North Carolina,Chatham,2008,8.96
North Carolina,Chatham,2009,8.75
North Carolina,Chatham,2010,8.75
North Carolina,Chatham,2011,8.81
North Carolina,Chatham,2012,8.22
North Carolina,Chatham,2013,8.23
North Carolina,Chatham,2014,8.64
North Carolina,Chatham,2015,8.12
North Carolina,Chatham,2016,7.66
North Carolina,Chatham,2017,7.45
North Carolina,Chatham,2018,7.25
North Carolina,Chatham,2019,6.97
North Carolina,Chatham,2020,6.97
North Carolina,Chatham,2021,7.17
North Carolina,Chatham,2022,7.6
North Carolina,Chatham,2023,7.87
North Carolina,Chatham,2024,8.44
North Carolina,Cherokee,2005,4.82
North Carolina,Cherokee,2006,4.76
North Carolina,Cherokee,2007,4.51
North Carolina,Cherokee,2008,4.43
North Carolina,Cherokee,2009,4.7
North Carolina,Cherokee,2010,4.62
North Carolina,Cherokee,2011,4.64
North Carolina,Cherokee,2012,4.73
North Carolina,Cherokee,2013,5.05
North Carolina,Cherokee,2014,5.09
North Carolina,Cherokee,2015,5.74
North Carolina,Cherokee,2016,5.26
North Carolina,Cherokee,2017,5.46
North Carolina,Cherokee,2018,5.2
North Carolina,Cherokee,2019,5.0
North Carolina,Cherokee,2020,4.84
North Carolina,Cherokee,2021,4.58
North Carolina,Cherokee,2022,4.36
North Carolina,Cherokee,2023,4.67
North Carolina,Cherokee,2024,5.18
North Carolina,Chowan,2005,5.05
North Carolina,Chowan,2006,5.56
North Carolina,Chowan,2007,6.24
North Carolina,Chowan,2008,6.34
North Carolina,Chowan,2009,6.42
North Carolina,Chowan,2010,6.35
North Carolina,Chowan,2011,6.58
North Carolina,Chowan,2012,6.9
North Carolina,Chowan,2013,6.89
North Carolina,Chowan,2014,6.43
North Carolina,Chowan,2015,6.46
North Carolina,Chowan,2016,6.27
North Carolina,Chowan,2017,5.74
North Carolina,Chowan,2018,5.44
North Carolina,Chowan,2019,4.85
North Carolina,Chowan,2020,4.19
North Carolina,Chowan,2021,3.98
North Carolina,Chowan,2022,4.1
North Carolina,Chowan,2023,4.26
North Carolina,Chowan,2024,3.64
North Carolina,Clay,2005,4.97
North Carolina,Clay,2006,5.09
North Carolina,Clay,2007,5.46
North Carolina,Clay,2008,4.95
North Carolina,Clay,2009,4.71
North Carolina,Clay,2010,4.68
North Carolina,Clay,2011,4.69
North Carolina,Clay,2012,4.55
North Carolina,Clay,2013,4.54
North Carolina,Clay,2014,4.44
North Carolina,Clay,2015,4.1
North Carolina,Clay,2016,4.16
North Carolina,Clay,2017,3.78
North Carolina,Clay,2018,3.92
North Carolina,Clay,2019,4.06
North Carolina,Clay,2020,4.22
North Carolina,Clay,2021,3.79
North Carolina,Clay,2022,3.81
North Carolina,Clay,2023,3.46
North Carolina,Clay,2024,2.79
North Carolina,Cleveland,2005,6.07
North Carolina,Cleveland,2006,5.76
North Carolina,Cleveland,2007,6.11
North Carolina,Cleveland,2008,5.96
North Carolina,Cleveland,2009,6.29
North Carolina,Cleveland,2010,5.98
North Carolina,Cleveland,2011,6.02
North Carolina,Cleveland,2012,5.49
North Carolina,Cleveland,2013,5.87
North Carolina,Cleveland,2014,6.17
North Carolina,Cleveland,2015,6.59
North Carolina,Cleveland,2016,6.35
North Carolina,Cleveland,2017,6.41
North Carolina,Cleveland,2018,6.44
North Carolina,Cleveland,2019,6.79
North Carolina,Cleveland,2020,6.67
North Carolina,Cleveland,2021,6.67
North Carolina,Cleveland,2022,7.11
North Carolina,Cleveland,2023,7.31
North Carolina,Cleveland,2024,7.41
North Carolina,Columbus,2005,5.63
North Carolina,Columbus,2006,5.25
North Carolina,Columbus,2007,5.0
North Carolina,Columbus,2008,4.85
North Carolina,Columbus,2009,4.98
North Carolina,Columbus,2010,5.58
North Carolina,Columbus,2011,5.29
North Carolina,Columbus,2012,4.65
North Carolina,Columbus,2013,4.75
North Carolina,Columbus,2014,4.6
North Carolina,Columbus,2015,4.31
North Carolina,Columbus,2016,4.31
North Carolina,Columbus,2017,4.24
North Carolina,Columbus,2018,4.27
North Carolina,Columbus,2019,4.08
North Carolina,Columbus,2020,4.13
North Carolina,Columbus,2021,4.27
North Carolina,Columbus,2022,4.07
North Carolina,Columbus,2023,4.35
North Carolina,Columbus,2024,3.88
North Carolina,Craven,2005,6.46
North Carolina,Craven,2006,6.43
North Carolina,Craven,2007,6.14
North Carolina,Craven,2008,6.19
North Carolina,Craven,2009,6.34
North Carolina,Craven,2010,6.11
North Carolina,Craven,2011,6.31
North Carolina,Craven,2012,6.19
North Carolina,Craven,2013,6.4
North Carolina,Craven,2014,6.66
North Carolina,Craven,2015,6.62
North Carolina,Craven,2016,6.88
North Carolina,Craven,2017,6.85
North Carolina,Craven,2018,7.22
North Carolina,Craven,2019,6.58
North Carolina,Craven,2020,6.71
North Carolina,Craven,2021,6.57
North Carolina,Craven,2022,6.69
North Carolina,Craven,2023,7.03
North Carolina,Craven,2024,6.74
North Carolina,Cumberland,2005,6.75
North Carolina,Cumberland,2006,6.79
North Carolina,Cumberland,2007,6.76
North Carolina,Cumberland,2008,6.82
North Carolina,Cumberland,2009,7.13
North Carolina,Cumberland,2010,6.99
North Carolina,Cumberland,2011,6.39
North Carolina,Cumberland,2012,6.51
North Carolina,Cumberland,2013,6.71
North Carolina,Cumberland,2014,7.11
North Carolina,Cumberland,2015,7.19
North Carolina,Cumberland,2016,6.76
North Carolina,Cumberland,2017,6.54
North Carolina,Cumberland,2018,6.12
North Carolina,Cumberland,2019,6.43
North Carolina,Cumberland,2020,6.57
North Carolina,Cumberland,2021,6.38
North Carolina,Cumberland,2022,6.92
North Carolina,Cumberland,2023,6.72
North Carolina,Cumberland,2024,6.76
North Carolina,Currituck,2005,4.77
North Carolina,Currituck,2006,4.9
North Carolina,Currituck,2007,4.98
North Carolina,Currituck,2008,4.9
North Carolina,Currituck,2009,4.4
North Carolina,Currituck,2010,4.05
North Carolina,Currituck,2011,4.09
North Carolina,Currituck,2012,3.73
North Carolina,Currituck,2013,3.69
North Carolina,Currituck,2014,4.24
North Carolina,Currituck,2015,3.59
North Carolina,Currituck,2016,3.69
North Carolina,Currituck,2017,3.7
North Carolina,Currituck,2018,3.75
North Carolina,Currituck,2019,3.31
North Carolina,Currituck,2020,3.64
North Carolina,Currituck,2021,3.83
North Carolina,Currituck,2022,3.17
North Carolina,Currituck,2023,3.23
North Carolina,Currituck,2024,2.95
North Carolina,Dare,2005,4.67
North Carolina,Dare,2006,4.51
North Carolina,Dare,2007,4.53
North Carolina,Dare,2008,4.5
North Carolina,Dare,2009,4.97
North Carolina,Dare,2010,4.5
North Carolina,Dare,2011,4.78
North Carolina,Dare,2012,4.89
North Carolina,Dare,2013,5.51
North Carolina,Dare,2014,5.71
North Carolina,Dare,2015,5.12
North Carolina,Dare,2016,5.04
North Carolina,Dare,2017,5.09
North Carolina,Dare,2018,4.97
North Carolina,Dare,2019,4.99
North Carolina,Dare,2020,5.3
North Carolina,Dare,2021,5.08
North Carolina,Dare,2022,5.13
North Carolina,Dare,2023,4.86
North Carolina,Dare,2024,5.07
North Carolina,Davidson,2005,6.06
North Carolina,Davidson,2006,5.93
North Carolina,Davidson,2007,5.68
North Carolina,Davidson,2008,5.88
North Carolina,Davidson,2009,5.55
North Carolina,Davidson,2010,5.46
North Carolina,Davidson,2011,5.59
North Carolina,Davidson,2012,5.75
North Carolina,Davidson,2013,5.59
North Carolina,Davidson,2014,5.59
North Carolina,Davidson,2015,5.82
North Carolina,Davidson,2016,5.56
North Carolina,Davidson,2017,6.02
North Carolina,Davidson,2018,6.41
North Carolina,Davidson,2019,5.95
North Carolina,Davidson,2020,5.96
North Carolina,Davidson,2021,6.29
North Carolina,Davidson,2022,5.9
North Carolina,Davidson,2023,5.78
North Carolina,Davidson,2024,5.2
North Carolina,Davie,2005,6.03
North Carolina,Davie,2006,6.13
North Carolina,Davie,2007,6.53
North Carolina,Davie,2008,6.79
North Carolina,Davie,2009,6.79
North Carolina,Davie,2010,6.85
North Carolina,Davie,2011,6.67
North Carolina,Davie,2012,6.75
North Carolina,Davie,2013,6.87
North Carolina,Davie,2014,6.96
North Carolina,Davie,2015,7.63
North Carolina,Davie,2016,7.35
North Carolina,Davie,2017,7.47
North Carolina,Davie,2018,7.69
North Carolina,Davie,2019,6.95
North Carolina,Davie,2020,6.86
North Carolina,Davie,2021,6.57
North Carolina,Davie,2022,6.85
North Carolina,Davie,2023,6.96
North Carolina,Davie,2024,6.8
North Carolina,Duplin,2005,5.15
North Carolina,Duplin,2006,5.28
North Carolina,Duplin,2007,5.25
North Carolina,Duplin,2008,5.08
North Carolina,Duplin,2009,4.89
North Carolina,Duplin,2010,4.93
North Carolina,Duplin,2011,4.62
North Carolina,Duplin,2012,4.74
North Carolina,Duplin,2013,4.59
North Carolina,Duplin,2014,4.5
North Carolina,Duplin,2015,4.1
North Carolina,Duplin,2016,4.14
North Carolina,Duplin,2017,4.42
North Carolina,Duplin,2018,4.65
North Carolina,Duplin,2019,4.95
North Carolina,Duplin,2020,4.92
North Carolina,Duplin,2021,5.19
North Carolina,Duplin,2022,5.14
North Carolina,Duplin,2023,5.32
North Carolina,Duplin,2024,5.75
North Carolina,Durham,2005,6.56
North Carolina,Durham,2006,7.27
North Carolina,Durham,2007,7.4
North Carolina,Durham,2008,7.34
North Carolina,Durham,2009,6.83
North Carolina,Durham,2010,7.25
North Carolina,Durham,2011,7.35
North Carolina,Durham,2012,7.39
North Carolina,Durham,2013,7.5
North Carolina,Durham,2014,6.84
North Carolina,Durham,2015,6.73
North Carolina,Durham,2016,6.48
North Carolina,Durham,2017,6.66
North Carolina,Durham,2018,5.98
North Carolina,Durham,2019,6.4
North Carolina,Durham,2020,6.67
North Carolina,Durham,2021,6.79
North Carolina,Durham,2022,6.43
North Carolina,Durham,2023,6.33
North Carolina,Durham,2024,6.48
North Carolina,Edgecombe,2005,7.98
North Carolina,Edgecombe,2006,8.15
North Carolina,Edgecombe,2007,7.86
North Carolina,Edgecombe,2008,7.95
North Carolina,Edgecombe,2009,7.99
North Carolina,Edgecombe,2010,7.75
North Carolina,Edgecombe,2011,7.42
North Carolina,Edgecombe,2012,7.37
North Carolina,Edgecombe,2013,7.15
North Carolina,Edgecombe,2014,6.81
North Carolina,Edgecombe,2015,7.18
North Carolina,Edgecombe,2016,7.09
North Carolina,Edgecombe,2017,7.28
North Carolina,Edgecombe,2018,7.45
North Carolina,Edgecombe,2019,7.75
North Carolina,Edgecombe,2020,7.78
North Carolina,Edgecombe,2021,7.35
North Carolina,Edgecombe,2022,7.64
North Carolina,Edgecombe,2023,7.98
North Carolina,Edgecombe,2024,7.81
North Carolina,Forsyth,2005,6.71
North Carolina,Forsyth,2006,6.65
North Carolina,Forsyth,2007,6.64
